Severity,Type,Code,Source,Description,Timestamp,Run_Hours,Asset,Site
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-26 06:18:00,53078,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-21 14:45:54,53075,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-16 10:25:30,53068,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-10 14:39:11,52996,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-09 08:18:38,52972,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-05 16:37:51,52970,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-05 08:11:59,52968,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-03 11:34:53,52965,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-28 10:37:44,52889,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-27 15:00:49,52886,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-26 13:44:09,52883,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-25 09:17:38,52856,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-22 22:43:55,52852,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-22 15:56:08,52847,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-22 09:57:10,52843,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-19 17:38:14,52795,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-17 17:20:00,52792,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-17 11:18:33,52790,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-15 10:57:39,52787,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-13 21:36:52,52785,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-11 08:22:41,52730,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-08 18:59:25,52728,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-08 08:24:12,52724,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-07 14:59:19,52722,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-03 10:53:16,52695,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-02-26 10:32:51,52694,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-02-25 08:05:00,52672,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-02-23 11:53:40,52670,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-02-19 15:13:06,52648,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-02-16 11:49:02,52647,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-02-12 12:07:11,52643,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-02-11 08:09:08,52620,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-02-10 17:36:14,52617,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-02-08 20:32:22,52612,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-02-08 12:00:39,52610,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-02-07 20:05:05,52608,TTG00231,Martin Vaz
