Severity,Type,Code,Source,Description,Timestamp,Run_Hours,Asset,Site
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-27 16:11:48,57145,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-27 09:20:28,57142,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-26 10:24:21,57137,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-26 04:57:18,57132,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-22 23:33:29,57055,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-20 12:26:21,57001,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-16 16:59:38,56980,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-10 08:06:26,56934,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-08 10:43:03,56932,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-07 08:43:25,56928,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-05 18:46:01,56920,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-05 08:58:58,56913,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-04 18:07:14,56904,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-04 07:01:36,56900,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-01 09:51:29,56847,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-31 16:17:36,56843,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-23 01:46:11,56637,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-22 08:00:34,56635,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-21 19:41:50,56632,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-07 08:15:40,56410,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-03 13:51:15,56341,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-02-23 11:29:06,56264,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-02-22 19:56:07,56250,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-02-22 13:10:43,56247,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-02-22 07:27:06,56245,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-02-22 05:53:42,56244,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-02-20 17:12:25,56231,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-02-16 18:44:58,56152,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-02-12 17:05:35,56054,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-02-06 14:48:04,56002,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-02-05 08:02:53,55979,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-02-05 04:59:31,55977,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-02-04 11:31:35,55960,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-02-03 09:19:56,55958,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-02-02 18:33:42,55953,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-02-02 13:52:21,55949,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-02-02 06:06:57,55941,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-01-31 13:05:59,55900,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-01-31 08:14:49,55898,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-01-28 07:45:24,55842,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-01-27 18:22:16,55829,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-01-25 08:02:27,55782,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-01-24 23:06:00,55780,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-01-22 16:30:21,55771,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-01-22 11:10:01,55770,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-01-20 08:09:31,55768,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-01-18 20:58:54,55766,TTG00235,Ilha da Trindade
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-01-16 00:52:08,55704,TTG00235,Ilha da Trindade
