Timestamp,ABB00235_Load,ABB00232_Load,UT1E,UT2E,Site,ABC00548_Load,ABC00547_Load,ABC00546_Load,UT3E,ABC00575_Load,ABC00576_Load,ABC00574_Load,ABA00243_Load,ABA00133_Load,ABA00223_Load,ABA00247_Load,UT4E,ABB00233_Load,ABB00230_Load,ABB00234_Load,ABB00231_Load,ABB00239_Load,ABB00240_Load
2021-07-15,,,45.8,54.2,Hendrix,34.0,32.0,27.0,0.0,,,,,,,,,,,,,,
2021-07-16,,,45.8,54.2,Hendrix,47.0,38.0,,0.0,,,,,,,,,,,,,,
2021-07-17,,,100.0,0.0,Hendrix,,26.0,,0.0,,,,,,,,,,,,,,
2021-07-18,,,95.8,4.2,Hendrix,26.0,26.0,,0.0,,,,,,,,,,,,,,
2021-07-19,,,100.0,0.0,Hendrix,26.0,,,0.0,,,,,,,,,,,,,,
2021-07-20,,,100.0,0.0,Hendrix,26.0,,,0.0,,,,,,,,,,,,,,
2021-07-21,,,54.2,45.8,Hendrix,31.0,34.0,16.0,0.0,,,,,,,,,,,,,,
2021-07-22,,,100.0,0.0,Hendrix,29.0,,,0.0,,,,,,,,,,,,,,
2021-07-23,,,33.3,66.7,Hendrix,27.0,24.0,,0.0,,,,,,,,,,,,,,
2021-07-24,,,95.8,4.2,Hendrix,30.0,38.0,,0.0,,,,,,,,,,,,,,
2021-07-25,,,91.7,4.2,Hendrix,30.0,16.0,,0.0,,,,,,,,,,,,,,
2021-07-26,,,20.8,62.5,Hendrix,53.0,49.0,40.0,16.7,,,,,,,,,,,,,,
2021-07-27,,,95.8,4.2,Hendrix,,31.0,16.0,0.0,,,,,,,,,,,,,,
2021-07-28,,,100.0,0.0,Hendrix,,31.0,,0.0,,,,,,,,,,,,,,
2021-07-29,,,95.8,4.2,Hendrix,31.0,32.0,,0.0,,,,,,,,,,,,,,
2021-07-30,,,100.0,0.0,Hendrix,30.0,,,0.0,,,,,,,,,,,,,,
2021-07-31,,,100.0,0.0,Hendrix,30.0,,,0.0,,,,,,,,,,,,,,
2021-08-01,,,100.0,0.0,Hendrix,29.0,28.0,,0.0,,,,,,,,,,,,,,
2021-08-02,,,87.5,12.5,Hendrix,26.0,30.0,,0.0,,,,,,,,,,,,,,
2021-08-03,,,100.0,0.0,Hendrix,30.0,,,0.0,,,,,,,,,,,,,,
2021-08-04,,,100.0,0.0,Hendrix,30.0,,,0.0,,,,,,,,,,,,,,
2021-08-05,,,100.0,0.0,Hendrix,29.0,,,0.0,,,,,,,,,,,,,,
2021-08-06,,,100.0,0.0,Hendrix,30.0,,,0.0,,,,,,,,,,,,,,
2021-08-07,,,100.0,0.0,Hendrix,30.0,,,0.0,,,,,,,,,,,,,,
2021-08-08,,,100.0,0.0,Hendrix,29.0,,,0.0,,,,,,,,,,,,,,
2021-08-09,,,100.0,0.0,Hendrix,29.0,,,0.0,,,,,,,,,,,,,,
2021-08-10,,,100.0,0.0,Hendrix,29.0,,,0.0,,,,,,,,,,,,,,
2021-08-11,,,100.0,0.0,Hendrix,29.0,,,0.0,,,,,,,,,,,,,,
2021-08-12,,,54.2,45.8,Hendrix,37.0,47.0,9.0,0.0,,,,,,,,,,,,,,
2021-08-13,,,25.0,70.8,Hendrix,43.0,39.0,27.0,0.0,,,,,,,,,,,,,,
2021-08-14,,,91.7,4.2,Hendrix,26.0,26.0,27.0,0.0,,,,,,,,,,,,,,
2021-08-15,,,100.0,0.0,Hendrix,25.0,26.0,,0.0,,,,,,,,,,,,,,
2021-08-16,,,50.0,50.0,Hendrix,46.0,36.0,,0.0,,,,,,,,,,,,,,
2021-08-17,,,95.8,4.2,Hendrix,17.0,31.0,,0.0,,,,,,,,,,,,,,
2021-08-18,,,100.0,0.0,Hendrix,,31.0,,0.0,,,,,,,,,,,,,,
2021-08-19,,,100.0,0.0,Hendrix,,34.0,,0.0,,,,,,,,,,,,,,
2021-08-20,,,91.7,8.3,Hendrix,27.0,33.0,,0.0,,,,,,,,,,,,,,
2021-08-21,,,100.0,0.0,Hendrix,,29.0,,0.0,,,,,,,,,,,,,,
2021-08-22,,,100.0,0.0,Hendrix,,30.0,,0.0,,,,,,,,,,,,,,
2021-08-23,,,100.0,0.0,Hendrix,,31.0,,0.0,,,,,,,,,,,,,,
2021-08-24,,,100.0,0.0,Hendrix,32.0,32.0,31.0,0.0,,,,,,,,,,,,,,
2021-08-25,,,4.2,87.5,Hendrix,26.0,26.0,27.0,8.3,,,,,,,,,,,,,,
2021-08-26,,,0.0,100.0,Hendrix,25.0,25.0,,0.0,,,,,,,,,,,,,,
2021-08-27,,,12.5,87.5,Hendrix,33.0,31.0,,0.0,,,,,,,,,,,,,,
2021-08-28,,,100.0,0.0,Hendrix,,30.0,,0.0,,,,,,,,,,,,,,
2021-08-29,,,100.0,0.0,Hendrix,,31.0,,0.0,,,,,,,,,,,,,,
2021-08-30,,,100.0,0.0,Hendrix,,32.0,,0.0,,,,,,,,,,,,,,
2021-08-31,,,100.0,0.0,Hendrix,30.0,30.0,,0.0,,,,,,,,,,,,,,
2021-09-01,,,100.0,0.0,Hendrix,30.0,,,0.0,,,,,,,,,,,,,,
2021-09-02,,,91.7,4.2,Hendrix,30.0,,9.0,0.0,,,,,,,,,,,,,,
2021-09-03,,,100.0,0.0,Hendrix,31.0,,,0.0,,,,,,,,,,,,,,
2021-09-04,,,95.8,4.2,Hendrix,29.0,31.0,,0.0,,,,,,,,,,,,,,
2021-09-05,,,91.7,8.3,Hendrix,26.0,30.0,,0.0,,,,,,,,,,,,,,
2021-09-06,,,75.0,25.0,Hendrix,40.0,33.0,,0.0,,,,,,,,,,,,,,
2021-09-07,,,50.0,50.0,Hendrix,44.0,36.0,,0.0,,,,,,,,,,,,,,
2021-09-08,,,79.2,20.8,Hendrix,27.0,26.0,,0.0,,,,,,,,,,,,,,
2021-09-09,,,58.3,8.3,Hendrix,,25.0,22.0,0.0,,,,,,,,,,,,,,
2021-09-10,,,91.7,0.0,Hendrix,,26.0,,0.0,,,,,,,,,,,,,,
2021-09-11,,,91.7,0.0,Hendrix,,26.0,,0.0,,,,,,,,,,,,,,
2021-09-12,,,62.5,33.3,Hendrix,38.0,35.0,,0.0,,,,,,,,,,,,,,
2021-09-13,,,54.2,45.8,Hendrix,51.0,40.0,,0.0,,,,,,,,,,,,,,
2021-09-14,,,95.8,0.0,Hendrix,,34.0,,0.0,,,,,,,,,,,,,,
2021-09-15,,,91.7,8.3,Hendrix,46.0,36.0,,0.0,,,,,,,,,,,,,,
2021-09-16,,,100.0,0.0,Hendrix,,32.0,,0.0,,,,,,,,,,,,,,
2021-09-17,,,83.3,16.7,Hendrix,43.0,35.0,,0.0,,,,,,,,,,,,,,
2021-09-18,,,100.0,0.0,Hendrix,,36.0,,0.0,,,,,,,,,,,,,,
2021-09-19,,,100.0,0.0,Hendrix,,36.0,,0.0,,,,,,,,,,,,,,
2021-09-20,,,95.8,0.0,Hendrix,52.0,38.0,50.0,4.2,,,,,,,,,,,,,,
2021-09-21,,,100.0,0.0,Hendrix,,38.0,,0.0,,,,,,,,,,,,,,
2021-09-22,,,58.3,41.7,Hendrix,32.0,32.0,,0.0,,,,,,,,,,,,,,
2021-09-23,,,100.0,0.0,Hendrix,,36.0,,0.0,,,,,,,,,,,,,,
2021-09-24,,,100.0,0.0,Hendrix,,39.0,,0.0,,,,,,,,,,,,,,
2021-09-25,,,100.0,0.0,Hendrix,,34.0,,0.0,,,,,,,,,,,,,,
2021-09-26,,,100.0,0.0,Hendrix,,32.0,,0.0,,,,,,,,,,,,,,
2021-09-27,,,95.8,4.2,Hendrix,15.0,31.0,,0.0,,,,,,,,,,,,,,
2021-09-28,,,95.8,0.0,Hendrix,31.0,29.0,,0.0,,,,,,,,,,,,,,
2021-09-29,,,100.0,0.0,Hendrix,30.0,,,0.0,,,,,,,,,,,,,,
2021-09-30,,,100.0,0.0,Hendrix,30.0,,,0.0,,,,,,,,,,,,,,
2021-10-01,,,100.0,0.0,Hendrix,32.0,,,0.0,,,,,,,,,,,,,,
2021-10-02,,,100.0,0.0,Hendrix,31.0,,,0.0,,,,,,,,,,,,,,
2021-10-03,,,79.2,20.8,Hendrix,36.0,52.0,,0.0,,,,,,,,,,,,,,
2021-10-04,,,20.8,79.2,Hendrix,47.0,46.0,57.0,0.0,,,,,,,,,,,,,,
2021-10-05,,,62.5,37.5,Hendrix,34.0,36.0,,0.0,,,,,,,,,,,,,,
2021-10-06,,,100.0,0.0,Hendrix,32.0,,,0.0,,,,,,,,,,,,,,
2021-10-07,,,100.0,0.0,Hendrix,,36.0,,0.0,,,,,,,,,,,,,,
2021-10-08,,,75.0,25.0,Hendrix,52.0,39.0,,0.0,,,,,,,,,,,,,,
2021-10-09,,,41.7,54.2,Hendrix,48.0,42.0,44.0,4.2,,,,,,,,,,,,,,
2021-10-10,,,83.3,4.2,Hendrix,24.0,26.0,26.0,0.0,,,,,,,,,,,,,,
2021-10-11,,,79.2,20.8,Hendrix,46.0,52.0,26.0,0.0,,,,,,,,,,,,,,
2021-10-12,,,50.0,50.0,Hendrix,56.0,45.0,,0.0,,,,,,,,,,,,,,
2021-10-13,,,54.2,45.8,Hendrix,45.0,41.0,,0.0,,,,,,,,,,,,,,
2021-10-14,,,100.0,0.0,Hendrix,,30.0,,0.0,,,,,,,,,,,,,,
2021-10-15,,,100.0,0.0,Hendrix,,31.0,,0.0,,,,,,,,,,,,,,
2021-10-16,,,100.0,0.0,Hendrix,,31.0,,0.0,,,,,,,,,,,,,,
2021-10-17,,,95.8,4.2,Hendrix,29.0,30.0,,0.0,,,,,,,,,,,,,,
2021-10-18,,,100.0,0.0,Hendrix,30.0,,,0.0,,,,,,,,,,,,,,
2021-10-19,,,100.0,0.0,Hendrix,29.0,,,0.0,,,,,,,,,,,,,,
2021-10-20,,,100.0,0.0,Hendrix,29.0,,,0.0,,,,,,,,,,,,,,
2021-10-21,,,95.8,4.2,Hendrix,29.0,16.0,,0.0,,,,,,,,,,,,,,
2021-10-22,,,100.0,0.0,Hendrix,30.0,,,0.0,,,,,,,,,,,,,,
2021-10-23,,,100.0,0.0,Hendrix,30.0,,,0.0,,,,,,,,,,,,,,
2021-10-24,,,100.0,0.0,Hendrix,38.0,31.0,,0.0,,,,,,,,,,,,,,
2021-10-25,,,91.7,4.2,Hendrix,9.0,31.0,,0.0,,,,,,,,,,,,,,
2021-10-26,,,95.8,0.0,Hendrix,,31.0,,0.0,,,,,,,,,,,,,,
2021-10-27,,,100.0,0.0,Hendrix,,30.0,,0.0,,,,,,,,,,,,,,
2021-10-28,,,91.7,8.3,Hendrix,25.0,30.0,,0.0,,,,,,,,,,,,,,
2021-10-29,,,95.8,4.2,Hendrix,30.0,26.0,,0.0,,,,,,,,,,,,,,
2021-10-30,,,79.2,20.8,Hendrix,29.0,24.0,,0.0,,,,,,,,,,,,,,
2021-10-31,,,100.0,0.0,Hendrix,30.0,30.0,,0.0,,,,,,,,,,,,,,
2021-11-01,,,100.0,0.0,Hendrix,29.0,33.0,,0.0,,,,,,,,,,,,,,
2021-11-02,,,87.5,12.5,Hendrix,48.0,34.0,48.0,0.0,,,,,,,,,,,,,,
2021-11-03,,,70.8,29.2,Hendrix,25.0,29.0,36.0,0.0,,,,,,,,,,,,,,
2021-11-04,,,87.5,4.2,Hendrix,25.0,28.0,17.0,0.0,,,,,,,,,,,,,,
2021-11-05,,,62.5,37.5,Hendrix,33.0,29.0,,0.0,,,,,,,,,,,,,,
2021-11-06,,,37.5,62.5,Hendrix,47.0,41.0,,0.0,,,,,,,,,,,,,,
2021-11-07,,,100.0,0.0,Hendrix,,28.0,,0.0,,,,,,,,,,,,,,
2021-11-08,,,83.3,16.7,Hendrix,32.0,31.0,,0.0,,,,,,,,,,,,,,
2021-11-09,,,58.3,41.7,Hendrix,31.0,31.0,,0.0,,,,,,,,,,,,,,
2021-11-10,,,91.7,8.3,Hendrix,26.0,28.0,55.0,0.0,,,,,,,,,,,,,,
2021-11-11,,,79.2,16.7,Hendrix,26.0,27.0,16.0,4.2,,,,,,,,,,,,,,
2021-11-12,,,100.0,0.0,Hendrix,,28.0,,0.0,,,,,,,,,,,,,,
2021-11-13,,,100.0,0.0,Hendrix,,28.0,,0.0,,,,,,,,,,,,,,
2021-11-14,,,79.2,20.8,Hendrix,27.0,30.0,,0.0,,,,,,,,,,,,,,
2021-11-15,,,95.8,4.2,Hendrix,9.0,32.0,,0.0,,,,,,,,,,,,,,
2021-11-16,,,33.3,66.7,Hendrix,33.0,37.0,43.0,0.0,,,,,,,,,,,,,,
2021-11-17,,,100.0,0.0,Hendrix,,36.0,,0.0,,,,,,,,,,,,,,
2021-11-18,,,100.0,0.0,Hendrix,35.0,33.0,,0.0,,,,,,,,,,,,,,
2021-11-19,,,83.3,16.7,Hendrix,33.0,33.0,,0.0,,,,,,,,,,,,,,
2021-11-20,,,87.5,12.5,Hendrix,26.0,31.0,,0.0,,,,,,,,,,,,,,
2021-11-21,,,100.0,0.0,Hendrix,,30.0,,0.0,,,,,,,,,,,,,,
2021-11-22,,,75.0,20.8,Hendrix,31.0,30.0,10.0,4.2,,,,,,,,,,,,,,
2021-11-23,,,83.3,16.7,Hendrix,29.0,29.0,,0.0,,,,,,,,,,,,,,
2021-11-24,,,50.0,50.0,Hendrix,32.0,31.0,,0.0,,,,,,,,,,,,,,
2021-11-25,,,58.3,12.5,Hendrix,28.0,28.0,42.0,29.2,,,,,,,,,,,,,,
2021-11-26,,,33.3,45.8,Hendrix,35.0,35.0,42.0,20.8,,,,,,,,,,,,,,
2021-11-27,,,54.2,41.7,Hendrix,29.0,31.0,16.0,4.2,,,,,,,,,,,,,,
2021-11-28,,,95.8,4.2,Hendrix,31.0,29.0,,0.0,,,,,,,,,,,,,,
2021-11-29,,,87.5,12.5,Hendrix,20.0,31.0,,0.0,,,,,,,,,,,,,,
2021-11-30,,,91.7,4.2,Hendrix,29.0,33.0,,0.0,,,,,,,,,,,,,,
2021-12-01,,,75.0,25.0,Hendrix,34.0,34.0,,0.0,,,,,,,,,,,,,,
2021-12-02,,,0.0,95.8,Hendrix,43.0,45.0,9.0,4.2,,,,,,,,,,,,,,
2021-12-03,,,79.2,16.7,Hendrix,31.0,29.0,,0.0,,,,,,,,,,,,,,
2021-12-04,,,100.0,0.0,Hendrix,,26.0,,0.0,,,,,,,,,,,,,,
2021-12-05,,,16.7,83.3,Hendrix,46.0,43.0,,0.0,,,,,,,,,,,,,,
2021-12-06,,,100.0,0.0,Hendrix,,29.0,,0.0,,,,,,,,,,,,,,
2021-12-07,,,100.0,0.0,Hendrix,,29.0,,0.0,,,,,,,,,,,,,,
2021-12-08,,,100.0,0.0,Hendrix,,28.0,,0.0,,,,,,,,,,,,,,
2021-12-09,,,100.0,0.0,Hendrix,26.0,29.0,,0.0,,,,,,,,,,,,,,
2021-12-10,,,95.8,0.0,Hendrix,30.0,31.0,,0.0,,,,,,,,,,,,,,
2021-12-11,,,100.0,0.0,Hendrix,,30.0,,0.0,,,,,,,,,,,,,,
2021-12-12,,,91.7,8.3,Hendrix,50.0,30.0,,0.0,,,,,,,,,,,,,,
2021-12-13,,,87.5,12.5,Hendrix,31.0,38.0,,0.0,,,,,,,,,,,,,,
2021-12-14,,,100.0,0.0,Hendrix,29.0,,,0.0,,,,,,,,,,,,,,
2021-12-15,,,95.8,4.2,Hendrix,29.0,,9.0,0.0,,,,,,,,,,,,,,
2021-12-16,,,100.0,0.0,Hendrix,31.0,,,0.0,,,,,,,,,,,,,,
2021-12-17,,,83.3,16.7,Hendrix,31.0,42.0,,0.0,,,,,,,,,,,,,,
2021-12-18,,,100.0,0.0,Hendrix,29.0,,,0.0,,,,,,,,,,,,,,
2021-12-19,,,100.0,0.0,Hendrix,29.0,,,0.0,,,,,,,,,,,,,,
2021-12-20,,,62.5,37.5,Hendrix,35.0,,41.0,0.0,,,,,,,,,,,,,,
2021-12-21,,,100.0,0.0,Hendrix,29.0,,,0.0,,,,,,,,,,,,,,
2021-12-22,,,83.3,16.7,Hendrix,38.0,34.0,,0.0,,,,,,,,,,,,,,
2021-12-23,,,95.8,4.2,Hendrix,9.0,30.0,,0.0,,,,,,,,,,,,,,
2021-12-24,,,100.0,0.0,Hendrix,,30.0,,0.0,,,,,,,,,,,,,,
2021-12-25,,,91.7,8.3,Hendrix,36.0,31.0,,0.0,,,,,,,,,,,,,,
2021-12-26,,,66.7,33.3,Hendrix,44.0,37.0,,0.0,,,,,,,,,,,,,,
2021-12-27,,,100.0,0.0,Hendrix,,32.0,,0.0,,,,,,,,,,,,,,
2021-12-28,,,79.2,20.8,Hendrix,42.0,34.0,,0.0,,,,,,,,,,,,,,
2021-12-29,,,0.0,95.8,Hendrix,40.0,46.0,51.0,4.2,,,,,,,,,,,,,,
2021-12-30,,,95.8,4.2,Hendrix,,26.0,31.0,0.0,,,,,,,,,,,,,,
2021-12-31,,,79.2,20.8,Hendrix,22.0,26.0,,0.0,,,,,,,,,,,,,,
2022-01-01,,,95.8,4.2,Hendrix,,26.0,17.0,0.0,,,,,,,,,,,,,,
2022-01-02,,,37.5,62.5,Hendrix,51.0,42.0,,0.0,,,,,,,,,,,,,,
2022-01-03,,,100.0,0.0,Hendrix,,30.0,,0.0,,,,,,,,,,,,,,
2022-01-04,,,79.2,20.8,Hendrix,30.0,32.0,,0.0,,,,,,,,,,,,,,
2022-01-05,,,100.0,0.0,Hendrix,,32.0,,0.0,,,,,,,,,,,,,,
2022-01-06,,,100.0,0.0,Hendrix,,29.0,,0.0,,,,,,,,,,,,,,
2022-01-07,,,75.0,20.8,Hendrix,45.0,33.0,,0.0,,,,,,,,,,,,,,
2022-01-08,,,100.0,0.0,Hendrix,,30.0,,0.0,,,,,,,,,,,,,,
2022-01-09,,,91.7,8.3,Hendrix,38.0,32.0,,0.0,,,,,,,,,,,,,,
2022-01-10,,,100.0,0.0,Hendrix,,29.0,,0.0,,,,,,,,,,,,,,
2022-01-11,,,70.8,29.2,Hendrix,24.0,29.0,,0.0,,,,,,,,,,,,,,
2022-01-12,,,100.0,0.0,Hendrix,,29.0,,0.0,,,,,,,,,,,,,,
2022-01-13,,,100.0,0.0,Hendrix,,29.0,,0.0,,,,,,,,,,,,,,
2022-01-14,,,83.3,16.7,Hendrix,32.0,31.0,,0.0,,,,,,,,,,,,,,
2022-01-15,,,100.0,0.0,Hendrix,,29.0,,0.0,,,,,,,,,,,,,,
2022-01-16,,,100.0,0.0,Hendrix,,30.0,,0.0,,,,,,,,,,,,,,
2022-01-17,,,100.0,0.0,Hendrix,,31.0,,0.0,,,,,,,,,,,,,,
2022-01-18,,,100.0,0.0,Hendrix,,30.0,,0.0,,,,,,,,,,,,,,
2022-01-19,,,95.8,4.2,Hendrix,30.0,27.0,,0.0,,,,,,,,,,,,,,
2022-01-20,,,95.8,4.2,Hendrix,29.0,29.0,,0.0,,,,,,,,,,,,,,
2022-01-21,,,95.8,4.2,Hendrix,,30.0,24.0,0.0,,,,,,,,,,,,,,
2022-01-22,,,100.0,0.0,Hendrix,,30.0,,0.0,,,,,,,,,,,,,,
2022-01-23,,,100.0,0.0,Hendrix,,29.0,,0.0,,,,,,,,,,,,,,
2022-01-24,,,100.0,0.0,Hendrix,,30.0,,0.0,,,,,,,,,,,,,,
2022-01-25,,,100.0,0.0,Hendrix,,31.0,,0.0,,,,,,,,,,,,,,
2022-01-26,,,33.3,66.7,Hendrix,,40.0,47.0,0.0,,,,,,,,,,,,,,
2022-01-27,,,83.3,16.7,Hendrix,,29.0,29.0,0.0,,,,,,,,,,,,,,
2022-01-28,,,75.0,20.8,Hendrix,17.0,29.0,32.0,4.2,,,,,,,,,,,,,,
2022-01-29,,,8.3,87.5,Hendrix,16.0,48.0,51.0,4.2,,,,,,,,,,,,,,
2022-01-30,,,41.7,58.3,Hendrix,,35.0,36.0,0.0,,,,,,,,,,,,,,
2022-01-31,,,16.7,83.3,Hendrix,40.0,37.0,41.0,0.0,,,,,,,,,,,,,,
2022-02-01,,,83.3,16.7,Hendrix,36.0,30.0,32.0,0.0,,,,,,,,,,,,,,
2022-02-02,,,87.5,12.5,Hendrix,34.0,31.0,,0.0,,,,,,,,,,,,,,
2022-02-03,,,91.7,8.3,Hendrix,33.0,30.0,,0.0,,,,,,,,,,,,,,
2022-02-04,,,62.5,37.5,Hendrix,35.0,34.0,,0.0,,,,,,,,,,,,,,
2022-02-05,,,100.0,0.0,Hendrix,29.0,30.0,,0.0,,,,,,,,,,,,,,
2022-02-06,,,100.0,0.0,Hendrix,,31.0,,0.0,,,,,,,,,,,,,,
2022-02-07,,,100.0,0.0,Hendrix,,30.0,,0.0,,,,,,,,,,,,,,
2022-02-08,,,95.8,4.2,Hendrix,38.0,29.0,,0.0,,,,,,,,,,,,,,
2022-02-09,,,75.0,25.0,Hendrix,31.0,29.0,,0.0,,,,,,,,,,,,,,
2022-02-10,,,83.3,16.7,Hendrix,,30.0,31.0,0.0,,,,,,,,,,,,,,
2022-02-11,,,79.2,20.8,Hendrix,,36.0,36.0,0.0,,,,,,,,,,,,,,
2022-02-12,,,100.0,0.0,Hendrix,41.0,33.0,,0.0,,,,,,,,,,,,,,
2022-02-13,,,100.0,0.0,Hendrix,,39.0,,0.0,,,,,,,,,,,,,,
2022-02-14,,,95.8,4.2,Hendrix,34.0,29.0,,0.0,,,,,,,,,,,,,,
2022-02-15,,,91.7,8.3,Hendrix,33.0,,27.0,0.0,,,,,,,,,,,,,,
2022-02-16,,,100.0,0.0,Hendrix,29.0,27.0,,0.0,,,,,,,,,,,,,,
2022-02-17,,,95.8,4.2,Hendrix,28.0,31.0,,0.0,,,,,,,,,,,,,,
2022-02-18,,,100.0,0.0,Hendrix,,30.0,,0.0,,,,,,,,,,,,,,
2022-02-19,,,100.0,0.0,Hendrix,,29.0,,0.0,,,,,,,,,,,,,,
2022-02-20,,,100.0,0.0,Hendrix,,31.0,,0.0,,,,,,,,,,,,,,
2022-02-21,,,100.0,0.0,Hendrix,,28.0,,0.0,,,,,,,,,,,,,,
2022-02-22,,,100.0,0.0,Hendrix,,28.0,,0.0,,,,,,,,,,,,,,
2022-02-23,,,70.8,29.2,Hendrix,16.0,31.0,36.0,0.0,,,,,,,,,,,,,,
2022-02-24,,,37.5,62.5,Hendrix,30.0,35.0,34.0,0.0,,,,,,,,,,,,,,
2022-02-25,,,75.0,25.0,Hendrix,37.0,27.0,28.0,0.0,,,,,,,,,,,,,,
2022-02-26,,,33.3,66.7,Hendrix,41.0,38.0,,0.0,,,,,,,,,,,,,,
2022-02-27,,,4.2,95.8,Hendrix,33.0,33.0,,0.0,,,,,,,,,,,,,,
2022-02-28,,,37.5,62.5,Hendrix,28.0,29.0,,0.0,,,,,,,,,,,,,,
2022-03-01,,,37.5,25.0,Hendrix,29.0,29.0,53.0,37.5,,,,,,,,,,,,,,
2022-03-02,,,20.8,20.8,Hendrix,28.0,28.0,53.0,58.3,,,,,,,,,,,,,,
2022-03-03,,,41.7,4.2,Hendrix,25.0,28.0,54.0,54.2,,,,,,,,,,,,,,
2022-03-04,,,20.8,20.8,Hendrix,24.0,26.0,54.0,58.3,,,,,,,,,,,,,,
2022-03-05,,,37.5,25.0,Hendrix,30.0,32.0,53.0,37.5,,,,,,,,,,,,,,
2022-03-06,,,87.5,12.5,Hendrix,30.0,38.0,,0.0,,,,,,,,,,,,,,
2022-03-07,,,91.7,8.3,Hendrix,29.0,,59.0,0.0,,,,,,,,,,,,,,
2022-03-08,,,100.0,0.0,Hendrix,29.0,,,0.0,,,,,,,,,,,,,,
2022-03-09,,,87.5,12.5,Hendrix,31.0,37.0,,0.0,,,,,,,,,,,,,,
2022-03-10,,,37.5,62.5,Hendrix,37.0,37.0,,0.0,,,,,,,,,,,,,,
2022-03-11,,,100.0,0.0,Hendrix,,30.0,,0.0,,,,,,,,,,,,,,
2022-03-12,,,100.0,0.0,Hendrix,,30.0,,0.0,,,,,,,,,,,,,,
2022-03-13,,,95.8,0.0,Hendrix,,29.0,,0.0,,,,,,,,,,,,,,
2022-03-14,,,95.8,4.2,Hendrix,45.0,30.0,,0.0,,,,,,,,,,,,,,
2022-03-15,,,66.7,33.3,Hendrix,41.0,34.0,,0.0,,,,,,,,,,,,,,
2022-03-16,,,87.5,12.5,Hendrix,23.0,29.0,,0.0,,,,,,,,,,,,,,
2022-03-17,,,100.0,0.0,Hendrix,,30.0,,0.0,,,,,,,,,,,,,,
2022-03-18,,,87.5,12.5,Hendrix,24.0,30.0,,0.0,,,,,,,,,,,,,,
2022-03-19,,,79.2,20.8,Hendrix,40.0,31.0,,0.0,,,,,,,,,,,,,,
2022-03-20,,,79.2,20.8,Hendrix,28.0,30.0,,0.0,,,,,,,,,,,,,,
2022-03-21,,,95.8,4.2,Hendrix,45.0,32.0,,0.0,,,,,,,,,,,,,,
2022-03-22,,,91.7,8.3,Hendrix,29.0,30.0,32.0,0.0,,,,,,,,,,,,,,
2022-03-23,,,37.5,62.5,Hendrix,,39.0,45.0,0.0,,,,,,,,,,,,,,
2022-03-24,,,62.5,37.5,Hendrix,,36.0,34.0,0.0,,,,,,,,,,,,,,
2022-03-25,,,100.0,0.0,Hendrix,,26.0,,0.0,,,,,,,,,,,,,,
2022-03-26,,,62.5,37.5,Hendrix,38.0,32.0,26.0,0.0,,,,,,,,,,,,,,
2022-03-27,,,33.3,66.7,Hendrix,41.0,48.0,,0.0,,,,,,,,,,,,,,
2022-03-28,,,87.5,12.5,Hendrix,49.0,31.0,,0.0,,,,,,,,,,,,,,
2022-03-29,,,95.8,4.2,Hendrix,28.0,30.0,,0.0,,,,,,,,,,,,,,
2022-03-30,,,95.8,4.2,Hendrix,,28.0,34.0,0.0,,,,,,,,,,,,,,
2022-03-31,,,100.0,0.0,Hendrix,,29.0,,0.0,,,,,,,,,,,,,,
2022-04-01,,,95.8,4.2,Hendrix,42.0,40.0,,0.0,,,,,,,,,,,,,,
2022-04-02,,,95.8,4.2,Hendrix,,33.0,41.0,0.0,,,,,,,,,,,,,,
2022-04-03,,,100.0,0.0,Hendrix,,32.0,,0.0,,,,,,,,,,,,,,
2022-04-04,,,100.0,0.0,Hendrix,34.0,31.0,,0.0,,,,,,,,,,,,,,
2022-04-05,,,87.5,12.5,Hendrix,33.0,42.0,,0.0,,,,,,,,,,,,,,
2022-04-06,,,100.0,0.0,Hendrix,34.0,,,0.0,,,,,,,,,,,,,,
2022-04-07,,,100.0,0.0,Hendrix,29.0,,,0.0,,,,,,,,,,,,,,
2022-04-08,,,100.0,0.0,Hendrix,30.0,,,0.0,,,,,,,,,,,,,,
2022-04-09,,,95.8,4.2,Hendrix,38.0,,41.0,0.0,,,,,,,,,,,,,,
2022-04-10,,,95.8,4.2,Hendrix,,34.0,30.0,0.0,,,,,,,,,,,,,,
2022-04-11,,,75.0,4.2,Hendrix,27.0,36.0,48.0,20.8,,,,,,,,,,,,,,
2022-04-12,,,91.7,8.3,Hendrix,42.0,,26.0,0.0,,,,,,,,,,,,,,
2022-04-13,,,87.5,12.5,Hendrix,31.0,30.0,33.0,0.0,,,,,,,,,,,,,,
2022-04-14,,,95.8,0.0,Hendrix,30.0,16.0,58.0,4.2,,,,,,,,,,,,,,
2022-04-15,,,100.0,0.0,Hendrix,31.0,,,0.0,,,,,,,,,,,,,,
2022-04-16,,,100.0,0.0,Hendrix,30.0,,,0.0,,,,,,,,,,,,,,
2022-04-17,,,100.0,0.0,Hendrix,29.0,,,0.0,,,,,,,,,,,,,,
2022-04-18,,,91.7,4.2,Hendrix,29.0,29.0,57.0,0.0,,,,,,,,,,,,,,
2022-04-19,,,37.5,62.5,Hendrix,38.0,36.0,,0.0,,,,,,,,,,,,,,
2022-04-20,,,45.8,54.2,Hendrix,31.0,34.0,,0.0,,,,,,,,,,,,,,
