Timestamp,TTG00239_Load,TTG00240_Load,QNT_SIM,UT1E,UT2E,Site
2021-12-03,27.0,38.0,2.0,0.0,100.0,NS Loreto
2021-12-04,36.0,43.0,1.0,70.8,29.2,NS Loreto
2021-12-05,37.0,36.0,1.0,0.0,50.0,NS Loreto
2021-12-06,,,0.0,0.0,0.0,NS Loreto
2021-12-07,,,0.0,0.0,0.0,NS Loreto
2021-12-08,42.0,47.0,1.0,0.0,70.8,NS Loreto
2021-12-09,30.0,32.0,2.0,0.0,100.0,NS Loreto
2021-12-10,30.0,31.0,2.0,0.0,100.0,NS Loreto
2021-12-11,29.0,32.0,2.0,0.0,100.0,NS Loreto
2021-12-12,30.0,30.0,2.0,0.0,100.0,NS Loreto
2021-12-13,30.0,31.0,2.0,0.0,100.0,NS Loreto
2021-12-14,29.0,31.0,2.0,0.0,100.0,NS Loreto
2021-12-15,31.0,34.0,2.0,0.0,100.0,NS Loreto
2021-12-16,32.0,33.0,2.0,0.0,100.0,NS Loreto
2021-12-17,32.0,38.0,2.0,16.7,83.3,NS Loreto
2021-12-18,36.0,52.0,1.0,0.0,29.2,NS Loreto
2021-12-19,,,0.0,0.0,0.0,NS Loreto
2021-12-20,37.0,41.0,1.0,4.2,37.5,NS Loreto
2021-12-21,39.0,53.0,1.0,62.5,37.5,NS Loreto
2021-12-22,34.0,,1.0,100.0,0.0,NS Loreto
2021-12-23,36.0,42.0,2.0,50.0,50.0,NS Loreto
2021-12-24,34.0,42.0,1.0,0.0,66.7,NS Loreto
2021-12-25,49.0,54.0,1.0,0.0,54.2,NS Loreto
2021-12-26,32.0,30.0,1.0,62.5,37.5,NS Loreto
2021-12-27,30.0,,1.0,100.0,0.0,NS Loreto
2021-12-28,30.0,29.0,1.0,87.5,12.5,NS Loreto
2021-12-29,29.0,33.0,1.0,95.8,4.2,NS Loreto
2021-12-30,49.0,39.0,1.0,75.0,25.0,NS Loreto
2021-12-31,35.0,47.0,1.0,0.0,50.0,NS Loreto
2022-01-01,,,0.0,0.0,0.0,NS Loreto
2022-01-02,27.0,41.0,0.0,0.0,12.5,NS Loreto
2022-01-03,41.0,50.0,1.0,0.0,62.5,NS Loreto
2022-01-04,29.0,40.0,2.0,0.0,100.0,NS Loreto
