Timestamp,SLM00548_Load,SLM00547_Load,SLM00546_Load,QNT_SIM,UT1E,UT2E,UT3E,Site
2022-06-10,,32.0,,1.0,100.0,0.0,0.0,Jim O'Brien
2022-06-11,,30.0,,1.0,100.0,0.0,0.0,Jim O'Brien
2022-06-12,,33.0,,1.0,87.5,0.0,0.0,Jim O'Brien
2022-06-13,,30.0,,1.0,100.0,0.0,0.0,Jim O'Brien
2022-06-14,,43.0,49.0,2.0,29.2,70.8,0.0,Jim O'Brien
2022-06-15,26.0,25.0,27.0,1.0,62.5,37.5,0.0,Jim O'Brien
2022-06-16,,26.0,28.0,1.0,70.8,20.8,0.0,Jim O'Brien
2022-06-17,36.0,28.0,,1.0,91.7,8.3,0.0,Jim O'Brien
2022-06-18,50.0,44.0,,2.0,41.7,58.3,0.0,Jim O'Brien
2022-06-19,23.0,28.0,43.0,1.0,79.2,8.3,12.5,Jim O'Brien
2022-06-20,,30.0,,1.0,91.7,0.0,0.0,Jim O'Brien
2022-06-21,31.0,32.0,33.0,2.0,37.5,37.5,25.0,Jim O'Brien
2022-06-22,,29.0,,1.0,100.0,0.0,0.0,Jim O'Brien
2022-06-23,36.0,31.0,,1.0,83.3,16.7,0.0,Jim O'Brien
2022-06-24,,29.0,,1.0,100.0,0.0,0.0,Jim O'Brien
2022-06-25,,30.0,,1.0,100.0,0.0,0.0,Jim O'Brien
2022-06-26,,30.0,,1.0,100.0,0.0,0.0,Jim O'Brien
2022-06-27,,29.0,,1.0,100.0,0.0,0.0,Jim O'Brien
2022-06-28,,30.0,,1.0,100.0,0.0,0.0,Jim O'Brien
2022-06-29,,29.0,,1.0,100.0,0.0,0.0,Jim O'Brien
2022-06-30,,29.0,,1.0,100.0,0.0,0.0,Jim O'Brien
2022-07-01,29.0,29.0,,1.0,100.0,0.0,0.0,Jim O'Brien
2022-07-02,28.0,30.0,,1.0,100.0,0.0,0.0,Jim O'Brien
2022-07-03,,29.0,,1.0,100.0,0.0,0.0,Jim O'Brien
2022-07-04,,29.0,,1.0,100.0,0.0,0.0,Jim O'Brien
2022-07-05,,29.0,,1.0,100.0,0.0,0.0,Jim O'Brien
2022-07-06,,29.0,,1.0,100.0,0.0,0.0,Jim O'Brien
2022-07-07,,29.0,,1.0,100.0,0.0,0.0,Jim O'Brien
2022-07-08,29.0,27.0,44.0,1.0,70.8,25.0,4.2,Jim O'Brien
2022-07-09,47.0,41.0,,2.0,29.2,70.8,0.0,Jim O'Brien
2022-07-10,,30.0,,1.0,100.0,0.0,0.0,Jim O'Brien
2022-07-11,,31.0,,1.0,100.0,0.0,0.0,Jim O'Brien
2022-07-12,52.0,40.0,,1.0,62.5,37.5,0.0,Jim O'Brien
2022-07-13,31.0,41.0,54.0,2.0,54.2,41.7,4.2,Jim O'Brien
2022-07-14,25.0,26.0,,1.0,95.8,4.2,0.0,Jim O'Brien
2022-07-15,22.0,26.0,,1.0,95.8,4.2,0.0,Jim O'Brien
2022-07-16,25.0,26.0,,1.0,79.2,20.8,0.0,Jim O'Brien
2022-07-17,,26.0,,1.0,100.0,0.0,0.0,Jim O'Brien
2022-07-18,42.0,33.0,26.0,1.0,62.5,33.3,4.2,Jim O'Brien
2022-07-19,47.0,41.0,,2.0,41.7,58.3,0.0,Jim O'Brien
2022-07-20,,30.0,,1.0,100.0,0.0,0.0,Jim O'Brien
2022-07-21,,30.0,,1.0,100.0,0.0,0.0,Jim O'Brien
2022-07-22,,31.0,,1.0,100.0,0.0,0.0,Jim O'Brien
2022-07-23,,31.0,32.0,1.0,91.7,8.3,0.0,Jim O'Brien
2022-07-24,15.0,35.0,37.0,1.0,95.8,0.0,4.2,Jim O'Brien
2022-07-25,27.0,39.0,,1.0,100.0,0.0,0.0,Jim O'Brien
2022-07-26,33.0,32.0,,1.0,95.8,4.2,0.0,Jim O'Brien
2022-07-27,,32.0,,1.0,100.0,0.0,0.0,Jim O'Brien
2022-07-28,,35.0,,1.0,95.8,0.0,0.0,Jim O'Brien
2022-07-29,15.0,34.0,,1.0,95.8,4.2,0.0,Jim O'Brien
2022-07-30,,33.0,,1.0,100.0,0.0,0.0,Jim O'Brien
2022-07-31,,32.0,,1.0,100.0,0.0,0.0,Jim O'Brien
