QNT,%,Site
0,64.90258394362304,Lewis Hamilton
1,25.549260743401963,Lewis Hamilton
2,3.786099212380821,Lewis Hamilton
3,5.762056100594169,Lewis Hamilton
4,0.0,Lewis Hamilton
