Severity,Type,Code,Source,Description,Count,Asset,Site
Medium,Diagnostic,261:13,Engine #3,Engine Timing Calibration:Out of Calibration,1,TTG00234,Martin Vaz
Medium,Diagnostic,542:3,Engine #3,Engine Oil Pressure Sensor - Before Oil Filter:Voltage Above Normal,1,TTG00234,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,46,TTG00234,Martin Vaz
