Severity,Type,Code,Source,Description,Timestamp,Run_Hours,Asset,Site
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-26 06:18:00,53078,ABB00231,Martin Miller
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-21 14:45:54,53075,ABB00231,Martin Miller
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-16 10:25:30,53068,ABB00231,Martin Miller
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-10 14:39:11,52996,ABB00231,Martin Miller
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-09 08:18:38,52972,ABB00231,Martin Miller
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-05 16:37:51,52970,ABB00231,Martin Miller
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-05 08:11:59,52968,ABB00231,Martin Miller
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-03 11:34:53,52965,ABB00231,Martin Miller
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-28 10:37:44,52889,ABB00231,Martin Miller
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-27 15:00:49,52886,ABB00231,Martin Miller
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-26 13:44:09,52883,ABB00231,Martin Miller
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-25 09:17:38,52856,ABB00231,Martin Miller
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-22 22:43:55,52852,ABB00231,Martin Miller
