Timestamp,Fuel_Press,Oil Filter Differential Pressure [kPa],Aftercooler Temperature [Deg. C],Coolant_Temp,Fuel_Rate,Oil_Temp,Throttle Position [%],Boost,EXH_L,Right Air Filter Restriction [kPa],Left Air Filter Restriction [kPa],RPM,EXH_R,Fuel Filter Differential Pressure [kPa],Engine Acceleration Rate [REUSE],Fuel Position,FRC Fuel Limit,Batt,Right Turbo Inlet Pressure (absolute) [kPa],Crank_Press,Load,Total_Fuel,Left Turbo Inlet Pressure (absolute) [kPa],Peak Air Filter Restriction [kPa],Oil_Press,Turbo Outlet Pressure (absolute) [kPa],SMH,Cumulative Max Fuel Usage [L],Cumulative Idle Time [Hrs],Cumulative Fuel Used Daily [L],Cumulative Idle Fuel Usage [L],Run Status,EVENT_STATS,DIAG_STATS,SMH_DIFF,MaxPower,RealPower,BSFC,Total_Fuel_DIFF,EXH_DIFF,Asset,Site
2021-07-12,499.94117647058823,70.05882352941177,25.294117647058822,80.58823529411765,134.78823730261888,89.70588235294117,79.2235305922873,34.0,387.2352941176471,0.6058823619695273,1.5588235526400454,1800.764705882353,408.7647058823529,2.588235294117647,250.0,109.20000162720679,400.000005960464,26.323529411764707,101.26470588235294,,33.294117647058826,3514092.3265073528,100.29411764705883,2.6176470588235294,447.97058823529414,135.7058823529412,29474.550433841432,,,,,,,,0.9420798871069564,1632.0,543.36,208.10741469887208,142.85591911762845,24.0,SLM00547,Jim O'Brien
2021-07-13,501.6875,69.64583333333333,24.791666666666668,80.41666666666667,118.860418437825,90.0,79.20000118017197,24.104166666666668,358.5,0.5583333416531487,1.4333333546916662,1803.125,382.5,1.3958333333333333,250.0,100.77500150166445,400.000005960464,26.458333333333332,101.1875,,30.0,3516890.313541667,100.41666666666667,3.0833333333333335,447.8125,126.52083333333333,29495.057074287655,,,,,,,,0.9569572873044004,1632.0,489.59999999999997,206.0454960634461,124.84585937500621,24.166666666666668,SLM00547,Jim O'Brien
2021-07-14,501.25,69.5625,24.833333333333332,80.58333333333333,126.1166685459515,90.0,79.216667847087,25.125,360.9166666666667,0.5416666747381294,1.4166666877766474,1802.1041666666667,382.5833333333333,1.4166666666666667,250.0,104.37500155530866,400.000005960464,26.458333333333332,100.79166666666667,,31.458333333333332,3519875.7914322917,99.95833333333333,3.5,446.4166666666667,126.125,29519.0236152,,,,,,,,0.9600007680000999,1632.0,513.4,208.39063160958878,123.93903645834264,21.666666666666668,SLM00547,Jim O'Brien
2021-07-15,500.6666666666667,69.66666666666667,25.291666666666668,80.41666666666667,124.82916852676622,90.0,79.05000117793678,30.083333333333332,361.9166666666667,0.541666674738129,1.4875000221654782,1801.5,375.125,2.2916666666666665,250.0,104.8750015627593,400.000005960464,26.395833333333332,100.39583333333333,,31.541666666666668,3522746.0633854163,99.39583333333333,3.5,446.3333333333333,132.4375,29543.0236344,,,,,,,,0.9600007680000999,1632.0,514.76,202.86077539182656,124.35302083332014,14.208333333333334,SLM00547,Jim O'Brien
2021-07-16,491.25,70.5,26.25,80.70833333333333,158.36041902642083,90.0,79.46666785081227,55.375,424.8333333333333,0.6666666766007739,1.8000000268220904,1798.4583333333333,437.625,2.5833333333333335,250.0,121.98750181775551,400.000005960464,26.229166666666668,100.39583333333333,,38.333333333333336,3526532.463046875,99.22916666666667,3.5,442.5416666666667,153.625,29567.0236536,,,,,,,,0.9600007680000999,1632.0,625.6,210.5503147547955,153.6670572916628,12.791666666666666,SLM00547,Jim O'Brien
2021-07-17,503.6458333333333,68.91666666666667,24.833333333333332,80.04166666666667,94.76875141216442,90.0,78.21666783218582,15.145833333333334,298.9166666666667,0.4583333401630323,1.32500001974404,1800.5833333333333,302.5,2.2291666666666665,250.0,90.84583468704174,400.000005960464,26.4375,100.6875,,26.125,3529205.0476041664,99.875,3.5,449.3541666666667,115.54166666666667,29591.014442023385,,,,,,,,0.9553853796922643,1632.0,426.35999999999996,188.90657431698492,95.21640625000389,3.75,SLM00547,Jim O'Brien
2021-07-18,503.77777777777777,69.0,24.77777777777778,80.0,94.77777919007673,90.0,78.13333449761073,14.777777777777779,301.1111111111111,0.44444445106718267,1.32222224192487,1799.7777777777778,302.3333333333333,1.3888888888888888,250.0,90.71666801845033,400.000005960464,26.5,100.61111111111111,,25.88888888888889,3530773.272986111,99.83333333333333,3.5,449.3333333333333,117.22222222222223,29607.408301292304,,,,,,,,0.9230776615384255,1632.0,422.50666666666666,190.66849629902725,88.84236111114215,1.8888888888888888,SLM00547,Jim O'Brien
2021-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLM00547,Jim O'Brien
2021-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLM00547,Jim O'Brien
2021-07-21,499.55,70.85,25.2,80.2,134.1100019983946,89.0,79.08000117838382,40.95,372.5,0.6700000099837775,1.730000025779011,1799.55,380.4,1.95,250.0,110.0200016394258,400.000005960464,26.35,101.35,,33.6,3531712.4839375005,100.35,2.15,450.4,143.6,29617.0236936,,,,,,,,0.9090916363638826,1632.0,548.3520000000001,200.0018538495339,136.40193749996834,12.5,SLM00547,Jim O'Brien
2021-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLM00547,Jim O'Brien
2021-07-23,507.0625,68.09375,24.3125,77.375,85.5750012751669,86.875,78.1250011641532,13.15625,282.5625,0.42500000633299334,1.3812500205822318,1801.53125,282.5,1.71875,250.0,86.71250129211695,400.000005960464,26.46875,101.65625,,24.5,3533194.9205859373,100.65625,1.5,459.09375,114.4375,29629.44870354,,,,,,,,0.8464292485714395,1632.0,399.84,180.40310069817676,88.23781250001048,5.3125,SLM00547,Jim O'Brien
