Timestamp,Current Geofence,Heading [Degrees],Speed [km/h],Latitude,Longitude,SMH,EXH_L,Turbo Outlet Pressure (absolute) [kPa],EXH_R,Fuel Filter Differential Pressure [kPa],Fuel_Rate,Boost,Load,Oil Filter Differential Pressure [kPa],Total_Fuel,Batt,Oil_Press,Coolant_Temp,RPM,Throttle Position [%],Cumulative Idle Time [Hrs],Cumulative Fuel Used Daily [L],Cumulative Idle Fuel Usage [L],DIAG_STATS,EVENT_STATS,SMH_DIFF,MaxPower,RealPower,BSFC,Total_Fuel_DIFF,EXH_DIFF,Asset,Site
2021-08-17,,,,,,51344.321075424,213.75,103.39583333333333,205.75,124.25,41.38541728335742,1.3541666666666667,11.166666666666666,91.375,117.82088625,27.0,408.6875,75.58333333333333,923.5833333333334,21.15000031515955,,,,,,0.4872226120002476,424.6145833333333,49.82278333333333,1507.3933777439872,,8.0,TTG00232,Ilha da Trindade
2021-08-18,,,,,,51367.58947787709,321.0952380952381,124.0,305.04545454545456,164.11363636363637,83.82954670370306,21.045454545454547,26.454545454545453,109.81818181818181,117.82088625,27.0,424.59090909090907,78.54545454545455,1279.9772727272727,48.69090981646016,,,,,,0.4966670639994184,938.2922727272727,328.54874545454544,475.1036625478327,,13.285714285714286,TTG00232,Ilha da Trindade
2021-08-19,,,,,,51392.322780491995,240.29166666666666,104.52083333333333,230.83333333333334,142.39583333333334,44.37500066123901,2.5833333333333335,15.125,97.375,117.82088625,27.0,421.0208333333333,76.08333333333333,972.4375,24.85000037029387,,,,,,0.5000004000003173,472.51854166666664,75.5354875,949.4109227046755,,9.458333333333334,TTG00232,Ilha da Trindade
2021-08-20,,,,,,51416.10403140104,243.82608695652175,105.04347826086956,231.7391304347826,148.06521739130434,45.897826770887406,3.239130434782609,14.826086956521738,97.17391304347827,117.82088625,27.0,416.2391304347826,76.43478260869566,963.8913043478261,24.295652535946463,,,,,,0.500193636870118,482.56695652173914,86.2674152173913,684.0794565646605,,12.08695652173913,TTG00232,Ilha da Trindade
2021-08-21,,,,,,51440.395133764665,194.375,102.85416666666667,185.95833333333334,133.75,40.32708393425368,0.875,7.375,87.125,117.82088625,27.0,389.4791666666667,75.5,877.7291666666666,17.583333595345408,,,,,,0.49990780733272305,390.57666666666665,29.3199625,1706.902944220674,,8.416666666666666,TTG00232,Ilha da Trindade
2021-08-22,,,,,,51464.39820852267,298.4583333333333,116.89583333333333,285.2083333333333,158.34782608695653,73.31875109253447,14.8125,21.125,106.4375,117.82088625,27.0,403.5625,80.04166666666667,1170.2916666666667,40.16666726519663,,,,,,0.5000004000000141,827.350625,253.61261249999998,798.224311245368,,13.25,TTG00232,Ilha da Trindade
2021-08-23,,,,,,51487.85993421634,269.2608695652174,114.8913043478261,258.0869565217391,155.02173913043478,64.378261828876,13.065217391304348,18.0,103.5,117.82088625,26.97826086956522,409.9347826086956,78.43478260869566,1084.2608695652175,33.600000500679016,,,,,,0.4813530420876265,660.3813043478261,182.13785869565217,813.0475402941387,,11.173913043478262,TTG00232,Ilha da Trindade
2021-08-24,,,,,,51511.36430084591,230.47826086956522,103.3913043478261,221.7391304347826,149.2608695652174,42.36521802259527,1.934782608695652,13.130434782608695,96.1304347826087,117.82088625,27.0,414.0,76.1304347826087,945.8695652173913,22.886956862781354,,,,,,0.5000970184343675,440.0304347826087,59.74694347826087,860.8432575583332,,8.73913043478261,TTG00232,Ilha da Trindade
2021-08-25,,,,,,51535.12798732866,259.25,104.95833333333333,249.6086956521739,154.125,45.54375067865476,3.125,17.083333333333332,100.35416666666667,117.82088625,27.0,417.3125,77.41666666666667,991.9791666666666,26.366667059560616,,,,,,0.5000929926663957,490.42833333333334,88.20027708333333,603.2528362876936,,9.521739130434783,TTG00232,Ilha da Trindade
2021-08-26,,,,,,51559.130876901334,335.875,109.25,312.9583333333333,120.5,60.67291757076358,7.729166666666667,25.791666666666668,108.25,117.82088625,27.0,403.1458333333333,83.70833333333333,1061.9583333333333,31.850000474601973,,,,,,0.5000003999991046,646.1285416666666,185.7233,637.8183311904992,,22.916666666666668,TTG00232,Ilha da Trindade
2021-08-27,,,,,,51583.133303510665,219.875,104.02083333333333,209.66666666666666,77.125,43.758333985383295,2.0625,10.75,91.5625,117.82088625,27.0,388.625,78.16666666666667,914.5833333333334,20.400000303983692,,,,,,0.500000399999711,431.974375,53.70919583333333,1443.0480269994102,,10.208333333333334,TTG00232,Ilha da Trindade
2021-08-28,,,,,,51607.136100490665,181.70833333333334,102.58333333333333,175.08333333333334,39.3125,39.693750591482946,0.4583333333333333,5.375,82.16666666666667,117.82088625,27.0,371.8125,75.83333333333333,848.9583333333334,15.31666689490279,,,,,,0.5000004000003173,373.7270833333334,20.668104166666666,2420.3260645029927,,6.625,TTG00232,Ilha da Trindade
2021-08-29,,,,,,51627.247968432,375.3125,124.46875,352.5625,127.59375,88.35937631665729,21.625,34.3125,131.76666666666668,117.82088625,26.96875,397.6875,92.625,1443.625,61.35000091418625,,,,,,0.4747226020008384,1264.4765625,440.498753125,248.47258615889817,,24.75,TTG00232,Ilha da Trindade
2021-08-30,,,,,,51647.37220353299,369.60869565217394,122.97826086956522,356.04347826086956,223.6086956521739,91.30869701277952,21.043478260869566,30.91304347826087,119.73913043478261,117.82088625,27.0,407.7826086956522,87.04347826086956,1251.5,46.34782677759296,,,,,,0.49088606098508614,1029.4952173913043,382.3978282608696,416.5963607427679,,13.565217391304348,TTG00232,Ilha da Trindade
2021-08-31,,,,,,51671.29735552333,243.25,111.0625,243.58333333333334,209.125,66.80208432876195,9.666666666666666,16.916666666666668,102.33333333333333,117.82088625,26.979166666666668,407.4583333333333,79.16666666666667,1118.5,36.65000054612755,,,,,,0.4999078073324199,721.884375,195.37987083333334,804.9699927505171,,13.5,TTG00232,Ilha da Trindade
2021-09-01,,,,,,51695.30089324466,335.75,125.375,324.1666666666667,460.3478260869565,90.21250134427096,23.0625,28.458333333333332,119.10416666666667,117.82088625,27.0,414.3125,85.20833333333333,1308.5208333333333,51.00000075995922,,,,,,0.5000929926663957,1025.49875,374.48709583333334,486.85130720466714,,11.583333333333334,TTG00232,Ilha da Trindade
2021-09-02,,,,,,51715.16222679754,487.3076923076923,131.84615384615384,473.14285714285717,264.9230769230769,117.05384789808446,29.692307692307693,47.23076923076923,129.0,117.82088625,27.0,405.15384615384613,94.3076923076923,1353.0384615384614,54.276923885712264,,,,,,0.5000004000002474,1407.1526923076924,664.0351576923077,149.8121666442768,,25.714285714285715,TTG00232,Ilha da Trindade
2021-09-03,,,,,,51734.583609855996,341.72727272727275,123.95652173913044,,242.17391304347825,86.56521868122658,21.934782608695652,26.91304347826087,124.65217391304348,117.82088625,26.97826086956522,401.9130434782609,86.34782608695652,1296.2173913043478,49.84347900359527,,,,,,0.4999037815653972,970.7571739130435,318.5782847826087,515.0282047047268,,,TTG00232,Ilha da Trindade
2021-09-04,,,,,,51759.020827473396,250.1304347826087,106.04347826086956,,202.1086956521739,46.83913113274005,4.369565217391305,16.043478260869566,101.3913043478261,117.82088625,27.0,403.1304347826087,77.1304347826087,971.8913043478261,24.713043846513905,,,,,,0.5000004000001986,517.225,106.26369130434782,1024.147470501532,,,TTG00232,Ilha da Trindade
2021-09-05,,,,,,51783.516376274914,251.77272727272728,111.43181818181819,,218.25,61.3636372780258,9.840909090909092,14.818181818181818,104.27272727272727,117.82088625,27.0,392.27272727272725,80.27272727272727,1147.2727272727273,38.36363693529909,,,,,,0.491313524363663,777.9495454545454,180.04241363636365,2105.708848472616,,,TTG00232,Ilha da Trindade
2021-09-06,,,,,,51807.06616784199,297.75,111.0,,196.25,63.15833427446583,8.958333333333334,20.041666666666668,104.64583333333333,117.82088625,27.0,385.5,83.66666666666667,1038.4583333333333,30.066667114694923,,,,,,0.5000929926673052,725.0229166666667,222.09843958333332,2152.455908043884,,,TTG00232,Ilha da Trindade
2021-09-07,,,,,,51828.542488441846,451.2307692307692,127.61538461538461,,217.03846153846155,103.75769385380235,26.423076923076923,40.69230769230769,133.95454545454547,117.82088625,26.96153846153846,398.03846153846155,94.3076923076923,1405.0,58.33846240777234,,,,,,0.47299183138406636,1295.8046153846153,521.3491538461539,169.14257006764456,,,TTG00232,Ilha da Trindade
2021-09-08,,,,,,51840.0650275744,326.9,110.4,,16.9,61.46000091582537,8.75,27.2,109.9,117.82088625000002,27.0,422.3,81.8,1076.1,33.00000049173832,,,,,,0.500000400000863,675.2405,203.73467499999998,336.43900899668944,,,TTG00232,Ilha da Trindade
2021-09-09,,,,,,51857.065744878666,315.0,108.9375,,23.020833333333332,57.3583341880391,7.145833333333333,24.5,109.60416666666667,117.82088625,27.0,412.75,83.54166666666667,1056.9375,31.433333801726505,,,,,,0.500000399999711,623.0772916666666,164.3099875,575.932288158414,,,TTG00232,Ilha da Trindade
2021-09-10,,,,,,51881.069004822,244.45833333333334,107.64583333333333,,20.958333333333332,51.58750076871363,6.104166666666667,16.416666666666668,104.83333333333333,117.82088625,27.0,408.3541666666667,80.70833333333333,1052.4791666666667,31.16666713108621,,,,,,0.5000929926663957,606.1097916666666,139.6846625,902.8869749419363,,,TTG00232,Ilha da Trindade
2021-09-11,,,,,,51905.0710795792,196.15,102.9,,13.075,40.467500603012724,1.225,8.35,90.825,117.82088625000002,26.925,397.3,76.15,888.925,18.500000275671486,,,,,,0.499778177600092,401.39125,35.837135,2257.808174711417,,,TTG00232,Ilha da Trindade
2021-09-12,,,,,,51929.210230203644,227.6818181818182,104.81818181818181,,10.204545454545455,45.59545522487975,2.8181818181818183,13.636363636363637,96.29545454545455,117.82088625,27.0,403.02272727272725,78.0,949.0227272727273,23.109091253443196,,,,,,0.5000003999994078,480.3559090909091,79.2939659090909,1156.0980656549034,,,TTG00232,Ilha da Trindade
2021-09-13,,,,,,51953.22861568974,194.56521739130434,102.82608695652173,,7.086956521739131,40.38043538432406,0.717391304347826,7.565217391304348,89.02173913043478,117.82088625,27.0,387.82608695652175,76.82608695652173,882.1521739130435,17.860869831365086,,,,,,0.5000970184340511,394.76260869565215,30.838086956521742,1642.8046725789536,,,TTG00232,Ilha da Trindade
2021-09-14,,,,,,51977.07889644467,256.125,105.35416666666667,,5.833333333333333,46.06875068647786,3.875,18.083333333333332,104.35416666666667,117.82088625,27.0,404.2291666666667,82.125,991.3541666666666,26.350000392645597,,,,,,0.4999078073333294,496.326875,95.54340833333333,529.221552204656,,,TTG00232,Ilha da Trindade
2021-09-15,,,,,,52000.84256682434,220.7826086956522,104.06521739130434,,6.565217391304348,42.786957159314454,2.0,12.043478260869565,96.02173913043478,117.82088625,27.0,389.30434782608694,80.21739130434783,931.2173913043479,21.669565540292997,,,,,,0.5002902553052359,441.75695652173914,58.27675869565218,1204.6052152591312,,,TTG00232,Ilha da Trindade
2021-09-16,,,,,,52025.08449040467,210.625,103.6875,,5.979166666666667,41.350000616163,1.6458333333333333,10.291666666666666,93.97916666666667,117.82088625,27.0,387.6666666666667,79.75,914.5208333333334,20.400000303983685,,,,,,0.4999078073333294,419.4435416666667,45.92382083333333,1463.9241213142732,,,TTG00232,Ilha da Trindade
2021-09-17,,,,,,52049.08710219933,265.5,107.14583333333333,,4.770833333333333,52.91666745518642,5.083333333333333,19.458333333333332,104.54347826086956,117.82088625,27.0,388.0625,85.58333333333333,1003.8125,27.31666707371672,,,,,,0.5000929926673052,574.5041666666667,138.33555416666667,764.6061877138486,,,TTG00232,Ilha da Trindade
2021-09-18,,,,,,52072.71135510546,345.3181818181818,115.72727272727273,,40.34090909090909,83.66363761032174,14.045454545454545,32.04545454545455,118.04545454545455,117.82088625,26.886363636363637,404.02272727272725,88.31818181818181,1183.9772727272727,41.690909712152056,,,,,,0.48525291345570376,906.9006818181817,358.1341727272727,469.92036757422716,,,TTG00232,Ilha da Trindade
2021-09-19,,,,,,52095.82926922266,209.04347826086956,103.85416666666667,,49.270833333333336,43.34791731260094,1.9583333333333333,10.0,89.375,117.82088625,27.0,389.1458333333333,76.75,903.6458333333334,19.633333625892796,,,,,,0.5000004000006205,438.3833333333334,56.65020208333333,2140.734113028733,,,TTG00232,Ilha da Trindade
2021-09-20,,,,,,52119.831788424664,220.91666666666666,105.95833333333333,,95.1875,47.54375070845706,3.9166666666666665,11.333333333333334,92.8125,117.82088625,27.0,386.8125,78.58333333333333,943.75,22.75000033900142,,,,,,0.5000929926660925,480.8577083333334,80.05339583333334,2296.6703841033136,,,TTG00232,Ilha da Trindade
2021-09-21,,,,,,52143.83430762667,284.125,107.20833333333333,,129.04166666666666,53.00416745649028,6.0625,21.041666666666668,108.08333333333333,117.82088625,27.0,407.3958333333333,82.66666666666667,1049.5208333333333,30.766667125125718,,,,,,0.5000003999984983,601.8925,150.5738,494.83634343820063,,,TTG00232,Ilha da Trindade
2021-09-22,,,,,,52167.70516005667,363.125,112.1875,,327.0,67.24375100200996,10.0625,30.875,111.04166666666667,117.82088625,27.0,408.1041666666667,88.25,1111.875,35.716667198886476,,,,,,0.48972261400043254,738.3022916666667,244.94043125,280.71352986624066,,,TTG00232,Ilha da Trindade
2021-09-23,,,,,,52191.67740145667,305.2916666666667,112.39583333333333,,367.3125,63.141667607550794,9.958333333333334,23.375,104.76086956521739,117.82088625,27.0,404.8958333333333,85.41666666666667,1131.5,37.23333388815325,,,,,,0.5000929926663957,726.4952083333334,196.25687083333332,501.85601560281685,,,TTG00232,Ilha da Trindade
2021-09-24,,,,,,52215.299179613336,338.25,119.1875,,310.1363636363636,77.40833448680745,16.916666666666668,26.958333333333332,124.14583333333333,117.82088625,26.958333333333332,408.375,89.41666666666667,1350.5625,54.03333413849274,,,,,,0.4900003920004868,1024.3343750000001,312.77029375,324.952656942144,,,TTG00232,Ilha da Trindade
2021-09-25,,,,,,52239.208920963334,313.875,109.91666666666667,,251.97916666666666,58.239584201170764,7.708333333333333,25.083333333333332,112.97916666666667,117.82088625,27.0,402.0625,87.95833333333333,1074.6875,32.86666715641818,,,,,,0.5000929926679115,626.3779166666667,172.09472291666665,372.0999452448184,,,TTG00232,Ilha da Trindade
2021-09-26,,,,,,52263.212366092,317.2916666666667,110.95833333333333,,237.14583333333334,60.84375090664252,9.020833333333334,25.375,112.91304347826087,117.82088625,27.0,404.7708333333333,87.54166666666667,1108.7291666666667,35.36666719367106,,,,,,0.5000004000003173,686.4908333333333,200.76891041666667,353.1057077257714,,,TTG00232,Ilha da Trindade
2021-09-27,,,,,,52287.21451492333,307.75,125.35416666666667,,312.3333333333333,83.60208457910149,23.583333333333332,21.833333333333332,117.8125,117.82088625,26.854166666666668,404.3541666666667,86.25,1255.8958333333333,46.800000697374344,,,,,,0.5000929926666989,894.74125,277.08581458333333,566.4017846563061,,,TTG00232,Ilha da Trindade
2021-09-28,,,,,,52311.30871770037,335.59090909090907,121.6590909090909,,299.3181818181818,81.87272849272594,19.363636363636363,27.0,124.38636363636364,117.82088625,26.863636363636363,407.97727272727275,88.31818181818181,1360.9318181818182,54.96363718265837,,,,,,0.5000003999997386,1042.175909090909,335.9130272727273,412.1267779551456,,,TTG00232,Ilha da Trindade
2021-09-29,,,,,,52334.8977777076,323.90909090909093,118.26086956521739,,221.41304347826087,73.63260979286355,16.76086956521739,24.52173913043478,114.1304347826087,117.82088625,26.91304347826087,392.60869565217394,88.3913043478261,1150.608695652174,38.62608753209529,,,,,,0.49243195594096073,766.3234782608695,249.96677173913042,529.6765586140267,,,TTG00232,Ilha da Trindade
2021-09-30,,,,,,52352.1165483264,438.5,153.55,,115.4,144.58000215440978,50.6,40.1,149.85,117.82088625000002,26.45,411.2,95.8,1799.1,88.8000013232231,,,,,,0.500000400000863,1678.0,672.8779999999999,184.39771810009822,,,TTG00232,Ilha da Trindade
2021-10-01,,,,,,52358.421886704,152.0,101.5,,227.5,42.6500006355345,,6.0,91.0,117.82088625,27.0,463.0,40.0,1019.5,28.8000004291534,,,,,,0.13555566399736563,513.83,30.829800000000006,1175.8915250895016,,,TTG00232,Ilha da Trindade
2021-10-02,,,,,,52361.913000607994,,109.75,237.5,293.25,38.22500056959685,8.5,17.5,143.25,117.82088625,27.0,436.5,87.5,1799.0,88.8000013232231,,,,,,0.2088890560044092,1678.0,293.65,110.74692258788177,,,TTG00232,Ilha da Trindade
2021-10-03,,,,,,52375.58880542948,379.1304347826087,122.6304347826087,364.39130434782606,379.39130434782606,91.1413057059373,21.26086956521739,32.56521739130435,124.78260869565217,117.82088625,26.91304347826087,436.3695652173913,77.3913043478261,1378.8695652173913,56.27826170817666,,,,,,0.3773368558135901,1226.9947826086957,427.06407608695656,291.0457401734209,,17.434782608695652,TTG00232,Ilha da Trindade
2021-10-04,,,,,,52398.64945511791,283.7391304347826,117.21739130434783,282.60869565217394,380.54347826086956,75.10434894522899,15.608695652173912,22.217391304347824,121.08695652173913,117.82088625,26.847826086956523,427.45652173913044,76.95652173913044,1338.2826086956522,53.21739209734875,,,,,,0.4985511234775439,1019.7658695652175,303.2027391304348,577.4121654862446,,4.0,TTG00232,Ilha da Trindade
2021-10-05,,,,,,52419.77550303832,326.36842105263156,133.26315789473685,318.5263157894737,51.28947368421053,104.2078962896607,32.71052631578947,24.157894736842106,121.15789473684211,117.82088625000002,26.789473684210527,416.57894736842104,77.84210526315789,1411.0263157894738,58.84210613997358,,,,,,0.4945033195774733,1135.7910526315789,372.2164263157895,742.7266634029896,,7.842105263157895,TTG00232,Ilha da Trindade
2021-10-06,,,,,,52439.569570669715,261.2857142857143,111.23809523809524,252.0952380952381,82.47619047619048,57.30952466350226,8.476190476190476,17.476190476190474,111.07142857142857,117.82088624999999,26.857142857142858,394.04761904761904,81.52380952380952,1074.357142857143,32.8000004887581,,,,,,0.48550303390497684,635.3969047619047,157.00804761904763,758.5674218413637,,9.19047619047619,TTG00232,Ilha da Trindade
2021-10-07,,,,,,52453.53783581257,273.0,104.42857142857143,195.14285714285714,25.142857142857142,107.45714445837909,3.2142857142857144,99.14285714285714,55.42857142857143,117.82088624999999,27.0,240.5,80.57142857142857,676.8571428571429,88.8000013232231,,,,,,0.5003178605703786,417.31,413.5416428571429,303.4304478266253,,77.85714285714286,TTG00232,Ilha da Trindade
2021-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TTG00232,Ilha da Trindade
2021-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TTG00232,Ilha da Trindade
2021-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TTG00232,Ilha da Trindade
2021-10-11,,,,,,52458.384188896,342.0,133.0,361.0,47.5,92.0500013716519,32.5,33.0,89.5,117.82088625,27.0,479.5,79.0,1798.0,88.8000013232231,,,,,,0.1200000960016041,1678.0,553.74,141.2982648280856,,19.0,TTG00232,Ilha da Trindade
2021-10-12,,,,,,52463.70690920355,325.8888888888889,127.66666666666667,334.77777777777777,63.111111111111114,80.43333453188342,27.27777777777778,29.444444444444443,92.33333333333333,117.82088625,26.77777777777778,477.05555555555554,78.22222222222223,1797.7222222222222,88.8000013232231,,,,,,0.17144046637177882,1678.0,494.0777777777778,140.7444420561818,,12.0,TTG00232,Ilha da Trindade
2021-10-13,,,,,,52481.0505681402,487.1666666666667,221.66666666666666,538.0833333333334,228.29166666666666,239.0666702290376,119.1875,51.041666666666664,100.375,117.82088625,26.770833333333332,443.3958333333333,85.04166666666667,1799.5833333333333,88.8000013232231,,,,,,0.2645310758231669,1678.0,856.4791666666666,236.01485654983978,,51.0,TTG00232,Ilha da Trindade
2021-10-14,,,,,,52505.0118912545,301.2608695652174,119.45652173913044,320.54545454545456,142.17391304347825,76.59565331527712,17.543478260869566,24.130434782608695,80.17391304347827,117.82088625,26.97826086956522,438.82608695652175,78.04347826086956,1271.9782608695652,48.03478332446969,,,,,,0.3398714474194845,901.8023913043479,283.1651239130435,422.09784763752947,,16.772727272727273,TTG00232,Ilha da Trindade
2021-10-15,,,,,,52529.07901397033,250.29166666666666,105.22916666666667,265.0833333333333,17.395833333333332,45.96041735153023,3.3958333333333335,17.333333333333332,71.97916666666667,117.82088625,27.0,429.25,76.75,995.5208333333334,26.833333733181178,,,,,,0.31666383357666444,500.9433333333333,91.59573958333334,559.1800148400487,,14.791666666666666,TTG00232,Ilha da Trindade
2021-10-16,,,,,,52553.11752085545,253.2608695652174,105.22916666666667,268.2916666666667,17.1875,47.14166736913225,3.7083333333333335,17.125,71.39583333333333,117.82088625,27.0,420.2708333333333,77.79166666666667,992.6458333333334,26.450000394135717,,,,,,0.31327185555498244,509.5925,96.41972916666667,817.6614762158093,,15.08695652173913,TTG00232,Ilha da Trindade
2021-10-17,,,,,,52577.390647737455,225.04545454545453,110.25,239.5,16.25,54.6772735420276,8.227272727272727,11.545454545454545,69.25,117.82088625,27.0,411.02272727272725,77.0,998.6818181818181,27.000000402331363,,,,,,0.3129295432716555,532.5370454545455,96.56760681818182,1214.9932161836714,,14.454545454545455,TTG00232,Ilha da Trindade
2021-10-18,,,,,,52601.087497503,217.91666666666666,104.04166666666667,229.29166666666666,15.1875,42.06041729341569,1.9791666666666667,11.666666666666666,68.20833333333333,117.82088625,27.0,417.625,76.33333333333333,949.0,23.116667011131852,,,,,,0.2902317136658894,445.90625,54.444183333333335,900.8807533116079,,11.375,TTG00232,Ilha da Trindade
2021-10-19,,,,,,52625.10584079174,361.04347826086956,141.125,408.39130434782606,25.916666666666668,120.57708513007195,42.708333333333336,32.375,90.875,117.82088625,26.770833333333332,439.6875,81.25,1469.9791666666667,63.41666761164863,,,,,,0.2910187513328613,1188.8352083333332,451.1313104166666,308.3568435662401,,48.13636363636363,TTG00232,Ilha da Trindade
2021-10-20,,,,,,52649.14164088456,272.0833333333333,108.625,304.04545454545456,19.979166666666668,54.40000081062316,6.208333333333333,22.625,76.25,117.82088625,26.979166666666668,433.25,76.91666666666667,1039.875,30.050000447779897,,,,,,0.3000619684432119,597.6374999999999,159.44719375,415.8914867523096,,28.454545454545453,TTG00232,Ilha da Trindade
2021-10-21,,,,,,52673.13984218187,384.5,162.22916666666666,432.7916666666667,32.666666666666664,150.93333558241522,61.3125,37.583333333333336,95.0,117.82088625,26.770833333333332,433.5208333333333,83.875,1510.6666666666667,66.43333432326715,,,,,,0.32713915059988113,1261.2739583333334,551.46618125,317.3777053780077,,48.291666666666664,TTG00232,Ilha da Trindade
