Timestamp,Left Turbo Inlet Pressure (absolute) [kPa],Total_Fuel,Throttle Position [%],RPM,Total Operating Hours [Hours],Fuel Position,Boost,Fuel_Press,Batt,Fuel Filter Differential Pressure [kPa],EXH_L,Load,Crank_Press,Coolant_Temp,Oil_Temp,EXH_R,Oil_Press,Atmospheric Pressure [kPa],Inlet Air Temperature [Deg. C],Peak Air Filter Restriction [kPa],Aftercooler Temperature [Deg. C],Right Air Filter Restriction [kPa],Left Air Filter Restriction [kPa],Oil Filter Differential Pressure [kPa],Fuel_Rate,SMH,Cumulative Fuel Used Daily [L],Cumulative Idle Time [Hrs],Cumulative Idle Fuel Usage [L],Longitude,Heading [Degrees],Speed [km/h],Engine Code Description,Run Status,DIAG_STATS,SMH_DIFF,MaxPower,RealPower,BSFC,Total_Fuel_DIFF,EXH_DIFF,Asset,Site
2022-03-21,100.82978723404256,219232.02213541666,88.80000132,1800.127659574468,37427.999337021276,107.35000159404255,,523.8085106382979,25.5,12.26595744680851,404.6595744680851,28.0,-67.97083434997917,85.95744680851064,91.87234042553192,388.63829787234044,489.70212765957444,101.91489361702128,-30.91250046458333,4.4361702127659575,33.297872340425535,3.000000044787234,1.1085106547021275,82.41489361702128,106.57446967489362,37427.887806828156,,,,,,,,,,0.3365320653906565,1678.0,469.84,192.0117889604029,13.828125,16.361702127659573,TTG00233,Macaé
2022-03-22,101.0,219841.29947916666,88.80000132000002,1798.9895833333333,37451.86795229167,100.193751481875,,523.6979166666666,25.5,15.875,385.125,24.541666666666668,0.2791666705208333,85.5625,91.41666666666667,368.2291666666667,491.84375,102.21875,38.093750566666664,4.958333333333333,32.791666666666664,3.897916724916667,1.2500000184791666,84.38541666666667,90.96354302291667,37452.22687507923,,,,,,,,,,0.33796577464803096,1678.0,411.80916666666667,187.6669793244348,11.942708333333334,16.895833333333332,TTG00233,Macaé
2022-03-23,100.69791666666667,220415.89322916666,88.80000132000002,1800.6875,37475.867773958336,99.70104315270834,,521.4166666666666,25.5,26.375,388.875,24.3125,0.2625000036458333,86.20833333333333,92.0625,371.25,490.9791666666667,102.11458333333333,38.23541723583333,5.0,32.958333333333336,4.397916732270834,1.4854166886666667,84.98958333333333,89.91875133875,37475.579700943286,,,,-39.90498333,99.0,2.0,,,,0.333333611110902,1678.0,407.96375000000006,187.2968087250059,12.0390625,17.625,TTG00233,Macaé
2022-03-24,100.09677419354838,220970.74467239188,88.80000132,1799.9516129032259,37495.617852580646,104.98548543451614,,518.6290322580645,25.5,31.225806451612904,404.2258064516129,26.70967741935484,-1160.3396006848125,87.70967741935483,93.48387096774194,386.93548387096774,487.93548387096774,102.0,-1135.5125169820833,5.403225806451613,33.41935483870968,4.367742000741935,1.8096774462580645,85.95161290322581,101.57419506129033,37498.71629444444,,,,-40.02597667,101.0,2.3,,,,0.21186939236137428,1678.0,448.1883870967742,192.34102249811656,8.198055820610534,17.29032258064516,TTG00233,Macaé
2022-03-25,,221107.01192748093,,,,,,,,,,,-3276.800049,,,,,,-3276.800049,,,,,,,37503.52778,,,,,,,,,,,,,,0.09064885496203108,,TTG00233,Macaé
2022-03-26,,221111.36307251907,,,,,,,,,,,-3276.800049,,,,,,-3276.800049,,,,,,,37503.52778,,,,,,,,,,,,,,0.09064885496203108,,TTG00233,Macaé
2022-03-27,100.03125,221269.07664745286,86.62500128781251,1771.875,37511.6408071875,109.4359391365625,,511.546875,25.5,50.484375,408.0625,29.03125,-1136.6408333236122,79.5,86.28125,395.03125,497.984375,101.65625,-1112.5469554118367,3.921875,31.9375,2.83125004225,1.750000026125,74.09375,112.9718766878125,37508.474384292014,,,,,,,,,,0.20705962729535174,1638.15625,486.74593749999997,458.29294632148793,9.911551643557946,13.03125,TTG00233,Macaé
2022-03-28,99.98936170212765,221918.6914893617,88.80000132,1800.659574468085,37531.39087021277,107.30425692340424,,513.6170212765958,25.5,63.96808510638298,408.1063829787234,28.02127659574468,0.35744681363829783,80.08510638297872,87.02127659574468,392.17021276595744,497.98936170212767,101.75531914893617,37.334043109574466,4.468085106382978,32.02127659574468,2.8914894049361703,1.7638298134893617,74.72340425531915,106.43723563297873,37531.39481564117,,,,,,,,,,0.324324594594184,1678.0,470.1970212765957,192.13668950062876,13.882978723404255,16.361702127659573,TTG00233,Macaé
2022-03-29,99.72916666666667,222696.9453125,88.80000132000002,1800.7604166666667,37555.140762083334,118.67083509791667,,505.8333333333333,25.5,73.14583333333333,434.0416666666667,33.479166666666664,0.366666671875,82.20833333333333,88.9375,425.7916666666667,491.8645833333333,101.66666666666667,37.450000558333336,5.0,32.604166666666664,3.4125000509166665,2.029166696875,76.66666666666667,131.83958529770834,37555.43042759524,,,,,,,,,,0.3429208571427201,1678.0,561.7804166666666,198.0382693469096,17.291666666666668,11.875,TTG00233,Macaé
2022-03-30,99.325,223300.91755319148,88.80000132,1801.6,37572.1832575,115.345001725,,505.6,25.5,77.725,431.15,31.95,-1882.2404536783192,82.5,89.1,421.95,491.925,101.475,-1866.1319427995743,4.925,32.9,3.6750000549,2.16500003215,76.775,124.14750184100001,37574.08215189917,,,,,,,,,,0.1331460868718073,1678.0,536.121,196.08377398362782,7.087765957446808,9.6,TTG00233,Macaé
2022-03-31,99.23333333333333,223616.24766156462,88.80000132,1799.9666666666667,37581.173323333336,114.33666838,,508.46666666666664,25.5,74.1,426.46666666666664,31.266666666666666,-2252.683367019167,83.13333333333334,89.66666666666667,417.2,490.93333333333334,101.43333333333334,-2240.747950174375,4.5,33.0,3.4533333848666667,2.1533333654,77.36666666666666,121.66666848466666,37583.700436666666,,,,,,,,,,0.08832314814829563,1678.0,524.6546666666667,196.26968354542623,5.077115221088509,9.8,TTG00233,Macaé
2022-04-01,99.859375,223841.03164350847,88.80000132,1800.734375,37593.2460340625,113.787501684375,,507.984375,25.5,74.703125,423.4375,31.0625,-1045.7659730848936,82.9375,89.3125,414.59375,491.921875,102.0,-1019.4595897142553,4.4375,33.25,3.337500049875,2.09687503115625,77.21875,121.204689309375,37590.34355169345,,,,,,,,,,0.2249743117673132,1678.0,521.22875,197.14700417082196,11.067520625271309,9.28125,TTG00233,Macaé
2022-04-02,99.47916666666667,224537.76822916666,88.80000132000002,1800.5625,37613.24602604166,113.3125016875,,504.8854166666667,25.5,86.55208333333333,422.2708333333333,30.875,0.008333333416666667,83.875,90.41666666666667,411.3541666666667,489.1666666666667,101.98958333333333,38.452083905416664,4.958333333333333,32.791666666666664,3.835416724,2.5375000378333334,77.90625,120.25937679583335,37612.875538333334,,,,,,,,,,0.3427939999996852,1678.0,518.0825,197.03544254199016,15.755208333333334,10.958333333333334,TTG00233,Macaé
2022-04-03,99.53125,225331.47395833334,88.80000132000002,1800.09375,37637.24601458333,115.45312672291668,,501.1145833333333,25.5,95.94791666666667,426.7708333333333,32.020833333333336,0.045833333854166665,84.83333333333333,91.14583333333333,417.1666666666667,487.5625,101.95833333333333,38.55833390833333,5.0,32.854166666666664,3.452083384895833,2.3770833687499997,78.84375,124.56354352583332,37637.76825104167,,,,,,,,,,0.3427939999996852,1678.0,537.3095833333333,196.32495499991137,16.302083333333332,10.0625,TTG00233,Macaé
2022-04-04,99.45238095238095,225959.39973958334,88.80000132,1800.5238095238096,37654.51731190476,115.3357160047619,,501.45238095238096,25.5,97.4047619047619,429.85714285714283,31.904761904761905,-1843.187527562375,84.57142857142857,90.57142857142857,419.14285714285717,490.6666666666667,101.92857142857143,-1826.358360645,4.809523809523809,32.904761904761905,3.828571485809524,2.457142893714286,78.52380952380952,123.8880970952381,37656.79204724328,,,,,,,,,,0.1293603508062612,1678.0,535.3619047619047,196.32996441886993,7.192708333333333,10.714285714285714,TTG00233,Macaé
2022-04-05,99.08823529411765,226265.5085642182,88.80000132,1800.4411764705883,37664.14453352941,109.65000162117647,,504.44117647058823,25.5,91.23529411764706,410.94117647058823,29.058823529411764,-2116.250031645625,84.17647058823529,90.76470588235294,400.52941176470586,490.6470588235294,101.58823529411765,-2102.8666981127085,4.470588235294118,32.294117647058826,3.705882408352941,2.547058861352941,79.11764705882354,111.97941343411765,37667.07629817204,,,,,,,,,,0.10023305107552005,1678.0,487.60705882352937,194.42712808590633,5.162934922680506,10.411764705882353,TTG00233,Macaé
2022-04-06,,226317.32409793814,,,,,,,,,,,-3276.800049,,,,,,-3276.800049,,,,,,,37668.58569,,,,,,,,,,,,,,0.28737113402045605,,TTG00233,Macaé
2022-04-07,99.1896551724138,226480.24254818467,88.80000132,1799.5689655172414,37676.58107310345,116.10517414137931,,501.5689655172414,25.5,93.75862068965517,431.8965517241379,32.3448275862069,-1210.8217572367826,85.20689655172414,91.44827586206897,421.2413793103448,487.32758620689657,101.79310344827586,-1186.326104698261,4.5,33.62068965517241,3.713793158862069,2.606896590586207,78.77586206896552,125.92586393793104,37673.61286766607,,,,,,,,,,0.23374116394884564,1678.0,542.7462068965517,196.64555571967534,10.459463245181604,11.689655172413794,TTG00233,Macaé
2022-04-08,99.24418604651163,227130.1489361702,87.79535014232559,1786.1046511627908,37694.5876672093,107.21628067069767,,505.9767441860465,25.5,68.29069767441861,407.25581395348837,27.906976744186046,-278.61915310285104,84.55813953488372,91.0,394.4418604651163,488.77906976744185,101.76744186046511,-243.42340789787232,4.837209302325581,33.23255813953488,3.3604651664418608,2.539534921604651,77.61627906976744,106.18372250232557,37695.15689784499,,,,,,,,,,0.32236293161088514,1666.264534883721,466.98816860465115,194.98792421936852,12.97872340425532,12.813953488372093,TTG00233,Macaé
2022-04-09,98.64,227690.96875,88.80000132,1801.0,37711.76942719999,114.49600169760001,,516.04,25.5,10.46,427.16,31.44,-1533.7361931478083,86.4,92.44,417.48,486.04,101.64,-1514.0149162582977,5.18,32.76,4.100000061239999,3.0520000456000003,81.16,122.5120018292,37714.528277451485,,,,,,,,,,0.17215498012584693,1678.0,527.5632,196.56379492810592,8.727393617021276,9.76,TTG00233,Macaé
2022-04-10,98.62903225806451,228028.10221354166,88.80000132,1800.258064516129,37726.707077741936,108.64032418903226,,520.4677419354839,25.5,22.387096774193548,408.9032258064516,28.580645161290324,-1160.4104340191666,85.54838709677419,91.64516129032258,398.48387096774195,488.5483870967742,101.46774193548387,-1135.7000169839582,3.935483870967742,33.096774193548384,3.3935484376451615,2.8387097197419355,80.0,109.48871130903225,37726.04947432158,,,,,,,,,,0.2391513488247862,1678.0,479.5832258064516,193.5401033085473,9.50390625,10.419354838709678,TTG00233,Macaé
2022-04-11,98.33333333333333,228313.5566582207,88.80000132000002,1800.1666666666667,37735.341733333335,112.31666833333334,,516.8333333333334,25.5,24.333333333333332,427.3333333333333,30.666666666666668,-3071.9854626039582,86.33333333333333,92.33333333333333,412.6666666666667,486.8333333333333,101.5,-3069.5729625679164,4.166666666666667,33.666666666666664,4.000000059666666,3.2000000476666663,81.83333333333333,117.30000173333333,37736.19524833334,,,,,,,,,,0.012067916666637757,1678.0,514.5866666666667,193.53482811365473,0.7583051801799835,14.666666666666666,TTG00233,Macaé
2022-04-12,98.425,228401.25844594595,88.80000132,1799.325,37741.125038,124.76500185,,517.6,25.5,18.525,448.1,36.45,-1911.358361915125,87.6,93.2,445.05,484.625,101.475,-1895.1166950068748,4.475,33.8,3.8600000577,3.00000004465,80.4,144.17500215,37738.21623895833,,,,,,,,,,0.15116620370342085,1678.0,611.6310000000001,200.09211456099555,8.02815315315335,6.25,TTG00233,Macaé
