Timestamp,Longitude,Speed [km/h],Heading [Degrees],Cumulative Idle Fuel Usage [L],Cumulative Fuel Used Daily [L],Cumulative Idle Time [Hrs],Cumulative Max Fuel Usage [L],SMH,Aftercooler Temperature [Deg. C],Fuel_Press,Fuel_Rate,Inlet Air Temperature [Deg. C],Coolant_Temp,Oil Filter Differential Pressure [kPa],Fuel Filter Differential Pressure [kPa],Batt,Load,Total Operating Hours [Hours],Total_Fuel,Left Air Filter Restriction [kPa],RPM,EXH_R,Oil_Press,Boost,Throttle Position [%],Oil_Temp,Crank_Press,Turbo Outlet Pressure (absolute) [kPa],EXH_L,Right Air Filter Restriction [kPa],DIAG_STATS,Run Status,SMH_DIFF,MaxPower,RealPower,BSFC,Total_Fuel_DIFF,EXH_DIFF,Asset,Site
2022-02-14,,,,,,,,28909.760905568004,,,,-3276.80004882813,,,,,,,576264.9825657895,,,,,,,,-3276.80004882813,,,,,,,,,,0.0506578947364081,,ABB00239,SS Moretti
2022-02-15,,,,,,,,28910.090119743214,29.125,499.125,111.0562516548671,-2724.4604572642947,81.625,78.0625,89.75,23.25,25.75,28911.8091961305,576275.6554276316,0.5000000074505806,1804.4375,379.625,468.3125,35.0,89.2000013291836,87.5,-2730.477124020617,136.5625,381.875,0.5625000083819034,,,0.025733843666254568,1678.0,432.08500000000004,217.43566294188165,2.721902412279936,25.75,ABB00239,SS Moretti
2022-02-16,,,,,,,,28926.62212276067,30.708333333333332,498.4791666666667,119.11562677496111,39.44583392112205,85.14583333333333,81.45833333333333,89.75,23.354166666666668,28.916666666666668,28925.81405627805,576799.6276041666,0.5583333416531487,1804.2291666666667,389.125,459.7604166666667,37.604166666666664,89.20000132918362,92.02083333333333,1.1416666836788256,139.46875,396.6875,0.7104166772527001,,,0.2927102612687425,1678.0,485.22166666666664,211.50953513286981,15.6484375,20.354166666666668,ABB00239,SS Moretti
2022-02-17,,,,,,,,28949.917048804,30.458333333333332,444.5729166666667,113.02604335088596,38.954167247128986,84.64583333333333,80.39583333333333,23.885416666666668,23.28125,26.75,28949.822384652678,577471.2265625,0.6375000094994905,1805.3333333333333,378.6875,458.90625,35.020833333333336,89.20833466264111,91.35416666666667,1.1416666836788254,135.67708333333334,387.5,0.7208333440745872,,,0.3333335999999842,1678.0,448.865,214.56673366350535,14.6796875,18.8125,ABB00239,SS Moretti
2022-02-18,,,,,,,,28967.262887784917,30.066666666666666,431.5,107.50333493525793,-1619.0700241260254,83.4,79.23333333333333,19.6,23.033333333333335,24.733333333333334,28965.611500781662,578007.120138889,0.6866666768987975,1805.3666666666666,359.8,461.4,32.06666666666667,89.2000013291836,89.86666666666666,-1637.8766910729332,132.86666666666667,379.53333333333336,0.6933333436648051,,,0.08663812620773872,1678.0,415.0253333333333,218.6731914244863,7.213425925925064,21.866666666666667,ABB00239,SS Moretti
2022-02-19,,,,,,,,28973.464112518053,28.733333333333334,519.2333333333333,113.57666835909073,-2219.2745011548764,80.26666666666667,78.53333333333333,15.866666666666667,23.433333333333334,26.2,28974.46304452488,578157.228323387,0.5133333409825962,1807.7,383.3333333333333,479.1,37.03333333333333,89.2000013291836,86.4,-2230.7234374956915,139.46666666666667,386.6,0.5666666751106583,,,0.0484825206778546,1678.0,439.636,217.62750801413003,4.945049876030138,20.866666666666667,ABB00239,SS Moretti
2022-02-20,,,,,,,,28978.461447158144,,,,-3276.80004882813,,,,,,,578305.3719512195,,,,,,,,-3276.80004882813,,,,,,2.958102475609036e-05,,,,0.17073170731755646,,ABB00239,SS Moretti
2022-02-21,-46.3077233333333,,,,,,,28978.942241501136,28.0,433.0,43.6000006496906,-3206.397920119482,63.0,53.0,17.0,23.5,3.0,28979.2352888812,578316.0644437673,0.200000002980232,1193.0,156.0,494.5,,42.0000006258488,64.0,-3207.0681328954265,101.0,147.0,0.200000002980232,,,0.0029633311262822395,950.86,28.5258,1299.174801486269,0.46718751885829135,9.0,ABB00239,SS Moretti
2022-02-22,,,,,,,,28981.8414951721,29.75,532.625,103.0625015357509,-2953.4341903510663,82.75,73.25,17.0,23.25,24.0,28983.618000535,578364.721237474,0.5500000081956391,1803.0,369.0,475.75,32.375,89.30000133067371,89.75,-2957.031751380284,131.25,377.75,0.5000000074505808,,,0.015968709623227436,1678.0,402.72,217.4737606654947,1.924536774437534,11.25,ABB00239,SS Moretti
2022-02-23,,,,,,,,28988.80712080302,30.0,524.9230769230769,114.49615555227965,-2359.9425883573776,82.6923076923077,78.1923076923077,17.192307692307693,23.5,26.46153846153846,28988.73433453954,578525.8263741134,0.561538469906037,1805.1923076923076,381.7692307692308,472.46153846153845,36.80769230769231,89.2000013291836,89.53846153846153,-2370.1617374458247,136.26923076923077,395.3076923076923,0.6538461635892211,,,0.04649611822605948,1678.0,444.02461538461534,217.84587031018094,4.595168439715982,17.692307692307693,ABB00239,SS Moretti
